work_id,work_type,year,n_amendment_operations,n_history_witnesses,operation_families,latest_version_id
act_public_1999_117,act_public,2007,1,1,repealed:1,act_public_1999_117_en_2007-09-03
act_public_1999_118,act_public,2022,9,9,added:2;amended:1;inserted:2;repealed:1;replaced:3,act_public_1999_118_en_2022-04-12
act_public_1999_119,act_public,2017,1,1,repealed:1,act_public_1999_119_en_2017-02-24
act_public_1999_122,act_public,2023,1,1,repealed:1,act_public_1999_122_en_2023-01-24
act_public_1999_125,act_public,2007,5,5,repealed:5,act_public_1999_125_en_2007-09-03
act_public_1999_126,act_public,2025,173,173,__missing__:1;added:19;amended:70;brought into force:3;inserted:35;repealed:12;replaced:11;substituted:22,act_public_1999_126_en_2025-04-05
act_public_1999_127,act_public,2015,1,1,repealed:1,act_public_1999_127_en_2015-06-06
act_public_1999_14,act_public,2017,1,1,repealed:1,act_public_1999_14_en_2017-09-28
act_public_1999_140,act_public,2007,1,1,repealed:1,act_public_1999_140_en_2007-09-03
act_public_1999_141,act_public,2017,3,3,amended:2;repealed:1,act_public_1999_141_en_2017-06-03
act_public_1999_142,act_public,2025,350,350,added:9;amended:126;editorial change:1;expired:1;inserted:121;repealed:37;replaced:47;substituted:8,act_public_1999_142_en_2025-12-17
act_public_1999_143,act_public,2005,14,14,repealed:14,act_public_1999_143_en_2005-04-01
act_public_1999_16,act_public,2010,3,3,inserted:1;repealed:2,act_public_1999_16_en_2010-11-29
act_public_1999_17,act_public,2021,5,5,amended:3;brought into force:1;inserted:1,act_public_1999_17_en_2021-10-28
act_public_1999_18,act_public,2021,2,2,brought into force:1;inserted:1,act_public_1999_18_en_2021-10-28
act_public_1999_19,act_public,2007,1,1,repealed:1,act_public_1999_19_en_2007-09-03
act_public_1999_21,act_public,2007,1,1,repealed:1,act_public_1999_21_en_2007-12-03
act_public_1999_24,act_public,2007,4,4,repealed:4,act_public_1999_24_en_2007-09-03
act_public_1999_25,act_public,2017,1,1,repealed:1,act_public_1999_25_en_2017-06-03
act_public_1999_27,act_public,2012,1,1,repealed:1,act_public_1999_27_en_2012-02-21
act_public_1999_36,act_public,2018,1,1,repealed:1,act_public_1999_36_en_2018-01-01
act_public_1999_37,act_public,2008,1,1,repealed:1,act_public_1999_37_en_2008-08-01
act_public_1999_4,act_public,2018,1,1,repealed:1,act_public_1999_4_en_2018-01-01
act_public_1999_47,act_public,2020,1,1,repealed:1,act_public_1999_47_en_2020-08-07
act_public_1999_53,act_public,2017,4,4,repealed:4,act_public_1999_53_en_2017-06-03
act_public_1999_54,act_public,2022,17,17,amended:7;inserted:8;repealed:1;replaced:1,act_public_1999_54_en_2022-07-01
act_public_1999_55,act_public,2021,159,159,added:10;amended:93;brought into force:4;inserted:21;repealed:7;replaced:8;substituted:16,act_public_1999_55_en_2021-10-28
act_public_1999_56,act_public,2022,89,89,amended:31;inserted:37;repealed:16;replaced:4;substituted:1,act_public_1999_56_en_2022-05-21
act_public_1999_59,act_public,2005,65,65,repealed:65,act_public_1999_59_en_2005-04-01
act_public_1999_60,act_public,2012,1,1,repealed:1,act_public_1999_60_en_2012-04-01
act_public_1999_62,act_public,2005,12,12,repealed:12,act_public_1999_62_en_2005-04-01
act_public_1999_64,act_public,2008,2,2,__unclassified__:1;amended:1,act_public_1999_64_en_2008-08-01
act_public_1999_65,act_public,2008,6,6,amended:2;brought into force:2;repealed:2,act_public_1999_65_en_2008-04-01
act_public_1999_70,act_public,2025,14,14,expired:13;repealed:1,act_public_1999_70_en_2025-04-05
act_public_1999_71,act_public,2010,1,1,repealed:1,act_public_1999_71_en_2010-11-29
act_public_1999_76,act_public,2014,2,2,amended:1;repealed:1,act_public_1999_76_en_2014-12-07
act_public_1999_78,act_public,2013,2,2,repealed:2,act_public_1999_78_en_2013-07-01
act_public_1999_79,act_public,2020,1,1,repealed:1,act_public_1999_79_en_2020-08-01
act_public_1999_82,act_public,2017,16,16,amended:15;repealed:1,act_public_1999_82_en_2017-07-14
act_public_1999_85,act_public,2021,11,11,inserted:4;repealed:4;replaced:2;substituted:1,act_public_1999_85_en_2021-10-28
act_public_1999_87,act_public,2018,1,1,repealed:1,act_public_1999_87_en_2018-01-01
act_public_1999_88,act_public,2018,1,1,repealed:1,act_public_1999_88_en_2018-01-01
act_public_1999_89,act_public,2018,1,1,repealed:1,act_public_1999_89_en_2018-01-01
act_public_1999_91,act_public,2017,1,1,repealed:1,act_public_1999_91_en_2017-09-28
act_public_1999_92,act_public,2013,5,5,inserted:1;repealed:3;substituted:1,act_public_1999_92_en_2013-12-18
act_public_1999_93,act_public,2023,703,703,added:8;amended:289;brought into force:1;inserted:214;repealed:65;replaced:102;substituted:24,act_public_1999_93_en_2023-04-06
act_public_1999_94,act_public,2021,67,67,added:12;amended:19;inserted:8;repealed:21;substituted:7,act_public_1999_94_en_2021-10-28
act_public_1999_95,act_public,2021,10,10,amended:9;inserted:1,act_public_1999_95_en_2021-10-28
act_public_1999_98,act_public,2005,56,56,repealed:56,act_public_1999_98_en_2005-04-01
act_public_2000_1,act_public,2025,48,48,amended:19;inserted:12;repealed:10;replaced:2;substituted:5,act_public_2000_1_en_2025-11-13
act_public_2000_13,act_public,2018,1,1,repealed:1,act_public_2000_13_en_2018-10-01
act_public_2000_14,act_public,2023,78,78,added:2;amended:8;inserted:3;repealed:59;replaced:1;substituted:5,act_public_2000_14_en_2023-12-23
act_public_2000_17,act_public,2025,112,112,added:1;amended:59;inserted:26;repealed:7;replaced:16;substituted:3,act_public_2000_17_en_2025-11-13
act_public_2000_2,act_public,2010,1,1,repealed:1,act_public_2000_2_en_2010-10-04
act_public_2000_21,act_public,2020,1,1,repealed:1,act_public_2000_21_en_2020-08-01
act_public_2000_22,act_public,2007,2,2,amended:2,act_public_2000_22_en_2007-09-03
act_public_2000_24,act_public,2026,1027,1027,__missing__:5;added:36;amended:243;editorial change:3;inserted:465;repealed:121;replaced:114;substituted:40,act_public_2000_24_en_2026-04-05B
act_public_2000_25,act_public,2012,1,1,repealed:1,act_public_2000_25_en_2012-07-01
act_public_2000_26,act_public,2021,139,139,added:1;amended:98;brought into force:1;inserted:5;repealed:14;replaced:6;substituted:14,act_public_2000_26_en_2021-10-28
act_public_2000_28,act_public,2017,1,1,repealed:1,act_public_2000_28_en_2017-06-03
act_public_2000_32,act_public,2014,2,2,amended:2,act_public_2000_32_en_2014-04-30
act_public_2000_33,act_public,2012,1,1,repealed:1,act_public_2000_33_en_2012-04-01
act_public_2000_34,act_public,2007,31,31,repealed:31,act_public_2000_34_en_2007-09-03
act_public_2000_35,act_public,2014,1,1,repealed:1,act_public_2000_35_en_2014-12-01
act_public_2000_36,act_public,2017,1,1,repealed:1,act_public_2000_36_en_2017-07-01
act_public_2000_38,act_public,2025,270,270,added:1;amended:66;brought into force:1;inserted:122;repealed:26;replaced:52;substituted:2,act_public_2000_38_en_2025-11-27
act_public_2000_39,act_public,2005,69,69,amended:8;repealed:59;substituted:2,act_public_2000_39_en_2005-04-01
act_public_2000_42,act_public,2011,170,170,added:26;amended:33;brought into force:1;inserted:27;repealed:33;substituted:50,act_public_2000_42_en_2011-07-01B
act_public_2000_45,act_public,2021,1,1,inserted:1,act_public_2000_45_en_2021-10-28
act_public_2000_48,act_public,2023,71,71,amended:48;inserted:8;repealed:6;replaced:5;substituted:4,act_public_2000_48_en_2023-06-15
act_public_2000_54,act_public,2023,1,1,repealed:1,act_public_2000_54_en_2023-06-15
act_public_2000_58,act_public,2018,1,1,repealed:1,act_public_2000_58_en_2018-10-01
act_public_2000_62,act_public,2007,6,6,repealed:6,act_public_2000_62_en_2007-09-03
act_public_2000_65,act_public,2007,1,1,__missing__:1,act_public_2000_65_en_2007-09-03
act_public_2000_67,act_public,2022,1,1,repealed:1,act_public_2000_67_en_2022-11-01
act_public_2000_68,act_public,2017,1,1,repealed:1,act_public_2000_68_en_2017-07-01
act_public_2000_7,act_public,2022,41,41,added:5;amended:9;inserted:12;repealed:3;replaced:4;substituted:8,act_public_2000_7_en_2022-07-01
act_public_2000_70,act_public,2014,1,1,repealed:1,act_public_2000_70_en_2014-06-17
act_public_2000_73,act_public,2007,22,22,repealed:22,act_public_2000_73_en_2007-07-01
act_public_2000_75,act_public,2008,1,1,repealed:1,act_public_2000_75_en_2008-10-01
act_public_2000_76,act_public,2020,1,1,repealed:1,act_public_2000_76_en_2020-12-01
act_public_2000_77,act_public,2011,1,1,repealed:1,act_public_2000_77_en_2011-04-01
act_public_2000_81,act_public,2018,1,1,repealed:1,act_public_2000_81_en_2018-11-26
act_public_2000_82,act_public,2009,1,1,repealed:1,act_public_2000_82_en_2009-06-29
act_public_2000_85,act_public,2011,6,6,repealed:6,act_public_2000_85_en_2011-05-10
act_public_2000_88,act_public,2018,1,1,repealed:1,act_public_2000_88_en_2018-11-26
act_public_2000_89,act_public,2007,1,1,repealed:1,act_public_2000_89_en_2007-09-03
act_public_2000_90,act_public,2022,18,18,amended:6;brought into force:1;inserted:4;repealed:1;replaced:5;substituted:1,act_public_2000_90_en_2022-04-12
act_public_2000_91,act_public,2022,385,385,added:26;amended:148;inserted:46;repealed:113;replaced:13;substituted:39,act_public_2000_91_en_2022-07-01
act_public_2000_94,act_public,2014,34,34,amended:30;inserted:1;repealed:2;replaced:1,act_public_2000_94_en_2014-04-23
act_public_2000_96,act_public,2012,1,1,repealed:1,act_public_2000_96_en_2012-04-01
act_public_2001_1,act_public,2018,2,2,repealed:2,act_public_2001_1_en_2018-11-26
act_public_2001_10,act_public,2026,135,135,added:2;amended:31;editorial change:1;inserted:45;repealed:42;replaced:12;substituted:2,act_public_2001_10_en_2026-01-01
act_public_2001_100,act_public,2021,108,108,added:4;amended:37;brought into force:2;inserted:14;repealed:35;replaced:3;substituted:13,act_public_2001_100_en_2021-10-28
act_public_2001_103,act_public,2025,1080,1080,__missing__:1;added:24;amended:194;brought into force:1;editorial change:4;expired:3;inserted:566;repealed:133;replaced:48;substituted:106,act_public_2001_103_en_2025-10-01
act_public_2001_104,act_public,2012,1,1,amended:1,act_public_2001_104_en_2012-08-01
act_public_2001_11,act_public,2007,1,1,repealed:1,act_public_2001_11_en_2007-09-03
act_public_2001_22,act_public,2007,1,1,repealed:1,act_public_2001_22_en_2007-12-03
act_public_2001_25,act_public,2014,1,1,repealed:1,act_public_2001_25_en_2014-12-01
act_public_2001_26,act_public,2014,1,1,repealed:1,act_public_2001_26_en_2014-12-01
act_public_2001_27,act_public,2014,1,1,repealed:1,act_public_2001_27_en_2014-12-01
act_public_2001_28,act_public,2007,1,1,repealed:1,act_public_2001_28_en_2007-09-03
act_public_2001_29,act_public,2014,1,1,repealed:1,act_public_2001_29_en_2014-12-01
act_public_2001_31,act_public,2020,40,40,amended:28;editorial change:1;inserted:4;repealed:1;replaced:3;substituted:3,act_public_2001_31_en_2020-08-26
act_public_2001_32,act_public,2007,4,4,brought into force:3;substituted:1,act_public_2001_32_en_2007-09-03
act_public_2001_33,act_public,2007,1,1,amended:1,act_public_2001_33_en_2007-09-03
act_public_2001_35,act_public,2025,592,592,added:11;amended:226;brought into force:2;inserted:258;repealed:38;replaced:34;substituted:23,act_public_2001_35_en_2025-10-12
act_public_2001_37,act_public,2019,8,8,amended:4;repealed:4,act_public_2001_37_en_2019-10-01
act_public_2001_4,act_public,2007,44,44,amended:3;repealed:41,act_public_2001_4_en_2007-09-03
act_public_2001_40,act_public,2007,5,5,repealed:4;substituted:1,act_public_2001_40_en_2007-09-03
act_public_2001_44,act_public,2018,1,1,repealed:1,act_public_2001_44_en_2018-11-26
act_public_2001_47,act_public,2007,1,1,repealed:1,act_public_2001_47_en_2007-09-03
act_public_2001_48,act_public,2008,2,2,amended:1;substituted:1,act_public_2001_48_en_2008-04-01
act_public_2001_49,act_public,2026,1031,1031,__missing__:4;added:55;amended:463;brought into force:2;editorial change:2;expired:1;inserted:197;repealed:146;replaced:55;substituted:106,act_public_2001_49_en_2026-03-31
act_public_2001_5,act_public,2007,1,1,repealed:1,act_public_2001_5_en_2007-09-03
act_public_2001_50,act_public,2012,1,1,repealed:1,act_public_2001_50_en_2012-08-31
act_public_2001_51,act_public,2025,614,614,__missing__:24;__unclassified__:2;added:2;amended:169;inserted:232;repealed:129;replaced:49;substituted:7,act_public_2001_51_en_2025-05-01
act_public_2001_56,act_public,2023,1,1,repealed:1,act_public_2001_56_en_2023-06-15
act_public_2001_60,act_public,2013,1,1,repealed:1,act_public_2001_60_en_2013-07-01
act_public_2001_61,act_public,2018,1,1,repealed:1,act_public_2001_61_en_2018-10-01
act_public_2001_66,act_public,2011,1,1,repealed:1,act_public_2001_66_en_2011-02-01
act_public_2001_69,act_public,2010,1,1,repealed:1,act_public_2001_69_en_2010-10-04
act_public_2001_70,act_public,2011,1,1,repealed:1,act_public_2001_70_en_2011-07-01
act_public_2001_80,act_public,2012,1,1,repealed:1,act_public_2001_80_en_2012-10-01
act_public_2001_82,act_public,2018,1,1,repealed:1,act_public_2001_82_en_2018-01-01
act_public_2001_83,act_public,2018,1,1,repealed:1,act_public_2001_83_en_2018-01-01
act_public_2001_84,act_public,2026,356,356,added:24;amended:123;editorial change:3;inserted:66;repealed:95;replaced:39;substituted:6,act_public_2001_84_en_2026-04-01
act_public_2001_85,act_public,2007,188,188,amended:2;repealed:186,act_public_2001_85_en_2007-09-03
act_public_2001_87,act_public,2025,1,1,repealed:1,act_public_2001_87_en_2025-04-05
act_public_2001_88,act_public,2020,9,9,amended:7;repealed:1;substituted:1,act_public_2001_88_en_2020-08-01
act_public_2001_93,act_public,2023,39,39,amended:23;expired:3;inserted:7;repealed:3;replaced:2;substituted:1,act_public_2001_93_en_2023-04-05
act_public_2001_96,act_public,2008,10,10,__missing__:2;repealed:8,act_public_2001_96_en_2008-12-25
act_public_2001_97,act_public,2014,1,1,repealed:1,act_public_2001_97_en_2014-12-07
act_public_2002_1,act_public,2007,1,1,repealed:1,act_public_2002_1_en_2007-09-03
act_public_2002_10,act_public,2025,474,474,added:8;amended:177;brought into force:2;inserted:179;repealed:41;replaced:41;substituted:26,act_public_2002_10_en_2025-06-17
act_public_2002_11,act_public,2018,22,22,__unclassified__:1;amended:13;inserted:2;repealed:6,act_public_2002_11_en_2018-11-12
act_public_2002_12,act_public,2021,52,52,__missing__:1;added:1;amended:29;expired:1;inserted:13;repealed:2;replaced:3;substituted:2,act_public_2002_12_en_2021-10-28
act_public_2002_13,act_public,2007,2,2,repealed:2,act_public_2002_13_en_2007-09-03
act_public_2002_15,act_public,2007,2,2,repealed:1;substituted:1,act_public_2002_15_en_2007-09-03
act_public_2002_17,act_public,2022,43,43,added:1;amended:25;inserted:7;repealed:1;replaced:7;substituted:2,act_public_2002_17_en_2022-07-01
act_public_2002_2,act_public,2018,1,1,repealed:1,act_public_2002_2_en_2018-10-01
act_public_2002_22,act_public,2010,3,3,repealed:3,act_public_2002_22_en_2010-11-29
act_public_2002_26,act_public,2016,1,1,repealed:1,act_public_2002_26_en_2016-03-01
act_public_2002_28,act_public,2018,1,1,repealed:1,act_public_2002_28_en_2018-11-26
act_public_2002_31,act_public,2018,1,1,repealed:1,act_public_2002_31_en_2018-10-01
act_public_2002_32,act_public,2002,76,76,amended:6;repealed:70,act_public_2002_32_en_2002-10-17
act_public_2002_33,act_public,2025,242,242,amended:95;editorial change:2;inserted:78;repealed:35;replaced:26;substituted:6,act_public_2002_33_en_2025-08-27
act_public_2002_34,act_public,2025,415,415,__unclassified__:3;added:11;amended:182;brought into force:1;inserted:132;repealed:36;replaced:19;substituted:31,act_public_2002_34_en_2025-04-05
act_public_2002_35,act_public,2017,54,54,amended:5;brought into force:1;inserted:8;repealed:31;replaced:4;substituted:5,act_public_2002_35_en_2017-09-01
act_public_2002_36,act_public,2022,35,35,amended:16;inserted:9;repealed:4;replaced:5;substituted:1,act_public_2002_36_en_2022-04-12
act_public_2002_37,act_public,2025,38,38,added:1;amended:21;inserted:5;repealed:2;replaced:4;substituted:5,act_public_2002_37_en_2025-11-13
act_public_2002_38,act_public,2024,85,85,__missing__:1;added:2;amended:5;editorial change:4;inserted:1;repealed:66;replaced:2;substituted:4,act_public_2002_38_en_2024-07-01B
act_public_2002_39,act_public,2022,165,165,__unclassified__:3;added:1;amended:44;inserted:69;repealed:5;replaced:37;substituted:6,act_public_2002_39_en_2022-12-21
act_public_2002_4,act_public,2012,1,1,repealed:1,act_public_2002_4_en_2012-08-01
act_public_2002_40,act_public,2026,2312,2312,added:136;amended:809;brought into force:2;editorial change:3;inserted:788;repealed:261;replaced:244;substituted:69,act_public_2002_40_en_2026-01-01B
act_public_2002_43,act_public,2014,2,2,brought into force:1;repealed:1,act_public_2002_43_en_2014-12-01
act_public_2002_44,act_public,2014,4,4,amended:1;repealed:3,act_public_2002_44_en_2014-12-01
act_public_2002_46,act_public,2023,186,186,amended:62;inserted:65;repealed:24;replaced:34;substituted:1,act_public_2002_46_en_2023-10-05
act_public_2002_47,act_public,2007,68,68,amended:2;repealed:66,act_public_2002_47_en_2007-04-01
act_public_2002_49,act_public,2025,244,244,amended:60;brought into force:1;inserted:115;repealed:20;replaced:48,act_public_2002_49_en_2025-03-30
act_public_2002_5,act_public,2007,3,3,repealed:3,act_public_2002_5_en_2007-09-03
act_public_2002_50,act_public,2020,1,1,repealed:1,act_public_2002_50_en_2020-08-01
act_public_2002_51,act_public,2020,2,2,amended:1;repealed:1,act_public_2002_51_en_2020-04-01
act_public_2002_59,act_public,2023,1,1,repealed:1,act_public_2002_59_en_2023-06-15
act_public_2002_6,act_public,2025,273,273,added:8;amended:112;inserted:104;repealed:10;replaced:15;substituted:24,act_public_2002_6_en_2025-11-27
act_public_2002_63,act_public,2018,5,5,__unclassified__:1;repealed:3;substituted:1,act_public_2002_63_en_2018-01-01
act_public_2002_65,act_public,2017,1,1,repealed:1,act_public_2002_65_en_2017-07-01
act_public_2002_68,act_public,2018,1,1,repealed:1,act_public_2002_68_en_2018-01-01
act_public_2002_7,act_public,2007,2,2,repealed:2,act_public_2002_7_en_2007-09-03
act_public_2002_72,act_public,2017,1,1,repealed:1,act_public_2002_72_en_2017-02-24
act_public_2002_73,act_public,2020,1,1,repealed:1,act_public_2002_73_en_2020-12-01
act_public_2002_75,act_public,2013,1,1,repealed:1,act_public_2002_75_en_2013-12-18
act_public_2002_77,act_public,2017,1,1,repealed:1,act_public_2002_77_en_2017-09-01
act_public_2002_78,act_public,2017,1,1,repealed:1,act_public_2002_78_en_2017-09-01
act_public_2002_79,act_public,2017,1,1,repealed:1,act_public_2002_79_en_2017-09-01
act_public_2002_8,act_public,2018,1,1,repealed:1,act_public_2002_8_en_2018-11-26
act_public_2002_81,act_public,2017,1,1,repealed:1,act_public_2002_81_en_2017-09-01
act_public_2002_82,act_public,2017,1,1,repealed:1,act_public_2002_82_en_2017-09-01
act_public_2002_83,act_public,2021,15,15,amended:8;brought into force:1;inserted:2;substituted:4,act_public_2002_83_en_2021-10-28
act_public_2002_84,act_public,2026,1333,1333,added:17;amended:428;editorial change:3;inserted:481;repealed:203;replaced:176;substituted:25,act_public_2002_84_en_2026-05-07
act_public_2002_85,act_public,2007,1,1,repealed:1,act_public_2002_85_en_2007-09-03
act_public_2002_9,act_public,2025,864,864,amended:244;brought into force:2;inserted:448;repealed:70;replaced:100,act_public_2002_9_en_2025-06-29
act_public_2003_1,act_public,2021,91,91,added:5;amended:10;inserted:42;repealed:21;substituted:13,act_public_2003_1_en_2021-10-28
act_public_2003_108,act_public,2017,1,1,repealed:1,act_public_2003_108_en_2017-09-28
act_public_2003_112,act_public,2026,114,114,__missing__:2;added:3;amended:57;brought into force:1;inserted:32;repealed:8;replaced:10;substituted:1,act_public_2003_112_en_2026-01-24B
act_public_2003_113,act_public,2008,1,1,repealed:1,act_public_2003_113_en_2008-08-01
act_public_2003_114,act_public,2022,430,430,amended:132;brought into force:1;inserted:173;repealed:51;replaced:73,act_public_2003_114_en_2022-11-30
act_public_2003_115,act_public,2025,80,80,amended:29;brought into force:2;inserted:25;repealed:6;replaced:18,act_public_2003_115_en_2025-06-17
act_public_2003_116,act_public,2025,88,88,amended:49;brought into force:2;inserted:28;repealed:1;replaced:5;substituted:3,act_public_2003_116_en_2025-08-01
act_public_2003_118,act_public,2026,914,914,added:5;amended:271;brought into force:1;expired:1;inserted:241;repealed:269;replaced:82;substituted:44,act_public_2003_118_en_2026-05-07
act_public_2003_119,act_public,2007,2,2,amended:1;repealed:1,act_public_2003_119_en_2007-09-03
act_public_2003_12,act_public,2025,229,229,added:7;amended:71;brought into force:1;inserted:67;repealed:49;replaced:15;substituted:19,act_public_2003_12_en_2025-11-27
act_public_2003_121,act_public,2023,76,76,amended:28;inserted:2;repealed:42;substituted:4,act_public_2003_121_en_2023-07-01
act_public_2003_122,act_public,2007,102,102,repealed:102,act_public_2003_122_en_2007-09-03
act_public_2003_124,act_public,2012,1,1,repealed:1,act_public_2003_124_en_2012-04-01
act_public_2003_126,act_public,2022,35,35,amended:19;inserted:4;repealed:5;replaced:7,act_public_2003_126_en_2022-04-12
act_public_2003_128,act_public,2018,91,91,amended:9;inserted:10;repealed:66;replaced:2;substituted:4,act_public_2003_128_en_2018-06-30
act_public_2003_129,act_public,2023,265,265,added:6;amended:151;inserted:73;repealed:14;replaced:5;substituted:16,act_public_2003_129_en_2023-12-20
act_public_2003_16,act_public,2008,6,6,amended:6,act_public_2003_16_en_2008-04-01
act_public_2003_17,act_public,2026,750,750,added:9;amended:472;brought into force:2;editorial change:3;inserted:96;repealed:95;replaced:67;substituted:6,act_public_2003_17_en_2026-02-28
act_public_2003_18,act_public,2014,2,2,__unclassified__:1;repealed:1,act_public_2003_18_en_2014-12-07
act_public_2003_19,act_public,2021,49,49,amended:30;inserted:8;repealed:3;substituted:8,act_public_2003_19_en_2021-10-28
act_public_2003_20,act_public,2022,35,35,amended:16;inserted:7;repealed:4;replaced:7;substituted:1,act_public_2003_20_en_2022-04-12
act_public_2003_21,act_public,2022,175,175,amended:88;inserted:33;repealed:33;replaced:20;substituted:1,act_public_2003_21_en_2022-07-01
act_public_2003_22,act_public,2018,1,1,repealed:1,act_public_2003_22_en_2018-10-01
act_public_2003_23,act_public,2007,2,2,repealed:2,act_public_2003_23_en_2007-09-03
act_public_2003_27,act_public,2025,97,97,added:1;amended:3;editorial change:1;repealed:86;replaced:1;substituted:5,act_public_2003_27_en_2025-07-01
act_public_2003_28,act_public,2023,33,33,amended:25;editorial change:1;inserted:1;repealed:4;replaced:1;substituted:1,act_public_2003_28_en_2023-12-23
act_public_2003_3,act_public,2020,366,366,__unclassified__:1;amended:245;brought into force:1;inserted:81;repealed:21;replaced:14;substituted:3,act_public_2003_3_en_2020-08-01
act_public_2003_30,act_public,2010,3,3,amended:2;repealed:1,act_public_2003_30_en_2010-11-29
act_public_2003_40,act_public,2021,19,19,amended:17;inserted:1;replaced:1,act_public_2003_40_en_2021-10-28
act_public_2003_41,act_public,2020,1,1,repealed:1,act_public_2003_41_en_2020-08-07
act_public_2003_47,act_public,2010,1,1,repealed:1,act_public_2003_47_en_2010-11-29
act_public_2003_48,act_public,2023,200,200,amended:87;inserted:63;repealed:13;replaced:36;substituted:1,act_public_2003_48_en_2023-06-15
act_public_2003_5,act_public,2007,80,80,repealed:80,act_public_2003_5_en_2007-09-03
act_public_2003_51,act_public,2026,706,706,__unclassified__:2;added:3;amended:321;brought into force:3;inserted:155;repealed:126;replaced:89;substituted:7,act_public_2003_51_en_2026-05-01
act_public_2003_52,act_public,2026,611,611,amended:159;brought into force:1;inserted:370;repealed:28;replaced:51;substituted:2,act_public_2003_52_en_2026-01-24
act_public_2003_53,act_public,2017,7,7,amended:4;repealed:1;replaced:2,act_public_2003_53_en_2017-03-01
act_public_2003_61,act_public,2023,1,1,repealed:1,act_public_2003_61_en_2023-06-15
act_public_2003_64,act_public,2012,1,1,repealed:1,act_public_2003_64_en_2012-08-31
act_public_2003_67,act_public,2007,1,1,repealed:1,act_public_2003_67_en_2007-07-01
act_public_2003_7,act_public,2012,1,1,repealed:1,act_public_2003_7_en_2012-04-01
act_public_2003_70,act_public,2018,1,1,repealed:1,act_public_2003_70_en_2018-01-01
act_public_2003_71,act_public,2019,1,1,repealed:1,act_public_2003_71_en_2019-07-01
act_public_2003_79,act_public,2020,1,1,repealed:1,act_public_2003_79_en_2020-04-01
act_public_2003_81,act_public,2011,1,1,repealed:1,act_public_2003_81_en_2011-07-01
act_public_2003_87,act_public,2022,1,1,repealed:1,act_public_2003_87_en_2022-07-01
act_public_2003_9,act_public,2017,83,83,amended:26;inserted:32;repealed:11;replaced:14,act_public_2003_9_en_2017-09-28
act_public_2003_93,act_public,2008,1,1,repealed:1,act_public_2003_93_en_2008-10-01
act_public_2003_94,act_public,2020,1,1,repealed:1,act_public_2003_94_en_2020-12-01
act_public_2003_95,act_public,2011,1,1,repealed:1,act_public_2003_95_en_2011-04-01
act_public_2003_97,act_public,2016,1,1,repealed:1,act_public_2003_97_en_2016-03-01
act_public_2003_98,act_public,2020,1,1,repealed:1,act_public_2003_98_en_2020-08-07
act_public_2004_101,act_public,2018,19,19,amended:18;repealed:1,act_public_2004_101_en_2018-11-26
act_public_2004_102,act_public,2023,40,40,amended:24;inserted:9;repealed:2;replaced:5,act_public_2004_102_en_2023-06-15
act_public_2004_107,act_public,2023,101,101,added:5;amended:40;inserted:30;repealed:4;replaced:4;substituted:18,act_public_2004_107_en_2023-12-23
act_public_2004_109,act_public,2023,141,141,added:18;amended:25;expired:1;inserted:67;repealed:7;replaced:1;substituted:22,act_public_2004_109_en_2023-12-23
act_public_2004_11,act_public,2007,1,1,repealed:1,act_public_2004_11_en_2007-12-03
act_public_2004_113,act_public,2021,3,3,inserted:2;repealed:1,act_public_2004_113_en_2021-10-28
act_public_2004_114,act_public,2017,1,1,repealed:1,act_public_2004_114_en_2017-06-03
act_public_2004_115,act_public,2026,345,345,added:1;amended:133;inserted:106;repealed:61;replaced:43;substituted:1,act_public_2004_115_en_2026-03-20
act_public_2004_15,act_public,2020,1,1,repealed:1,act_public_2004_15_en_2020-08-07
act_public_2004_16,act_public,2025,77,77,amended:49;inserted:18;repealed:4;replaced:5;substituted:1,act_public_2004_16_en_2025-04-05
act_public_2004_17,act_public,2008,1,1,repealed:1,act_public_2004_17_en_2008-10-01
act_public_2004_19,act_public,2014,4,4,amended:1;repealed:1;replaced:2,act_public_2004_19_en_2014-05-11
act_public_2004_20,act_public,2013,106,106,added:1;amended:3;repealed:97;substituted:5,act_public_2004_20_en_2013-07-01
act_public_2004_21,act_public,2013,2,2,inserted:1;repealed:1,act_public_2004_21_en_2013-12-18
act_public_2004_26,act_public,2008,1,1,repealed:1,act_public_2004_26_en_2008-01-01
act_public_2004_31,act_public,2014,1,1,repealed:1,act_public_2004_31_en_2014-12-01
act_public_2004_32,act_public,2014,1,1,repealed:1,act_public_2004_32_en_2014-12-01
act_public_2004_33,act_public,2014,1,1,repealed:1,act_public_2004_33_en_2014-12-01
act_public_2004_34,act_public,2014,1,1,repealed:1,act_public_2004_34_en_2014-12-01
act_public_2004_35,act_public,2025,3516,3516,__missing__:29;__unclassified__:23;added:227;amended:1450;inserted:1010;repealed:164;replaced:30;substituted:583,act_public_2004_35_en_2025-03-29
act_public_2004_36,act_public,2025,62,62,amended:50;brought into force:1;inserted:6;repealed:1;replaced:2;substituted:2,act_public_2004_36_en_2025-11-27
act_public_2004_37,act_public,2008,5,5,amended:4;expired:1,act_public_2004_37_en_2008-03-27
act_public_2004_38,act_public,2025,79,79,added:7;amended:34;brought into force:1;inserted:21;replaced:5;substituted:11,act_public_2004_38_en_2025-11-27
act_public_2004_40,act_public,2007,4,4,repealed:4,act_public_2004_40_en_2007-07-01
act_public_2004_42,act_public,2018,1,1,repealed:1,act_public_2004_42_en_2018-01-01
